336163, 292.022000
336164, 9.593500
336165, 241.637200
336167, 1792.007800
336168, 1869.929100
336169, 693.461900
336170, 3755.382300
336171, 2918.830600
336172, 2918.830600
336173, 3130.172300
336174, 3755.382300
336175, 257.372100
336176, 317.654700
336177, 2286.137800
336178, 1018.749200
336180, 2861.240400
336183, 2541.739300
336186, 995.736300
336198, 591.080800
336201, 55.392400
336203, 176.770300
336204, 87.553900
336205, 262.899200
336206, 1038.412900
336207, 647.827500
336208, 659.894600
336209, 1060.224600
336210, 2300.859100
336211, 1526.638700
336212, 224.707300
336215, 1558.341900
336216, 2490.594300
336217, 2082.560800
336218, 192.494700
336219, 89.692900
336223, 1329.823300
336224, 2405.635200
336225, 2750.615700
336226, 1329.823300
336227, 588.083000
336233, 3044.493300
336235, 3618.899600
336236, 3611.125600
336237, 2843.902300
336239, 3453.791900
336240, 3424.410900
336241, 2509.675300
336242, 3051.021500
336243, 3381.643900
336247, 2358.923300
336248, 2880.549900
336249, 3588.184000
336250, 2759.756900
336252, 2792.689100
336253, 2767.051700
336254, 3027.972500
336256, 2113.585300
336258, 3614.630800
336259, 3035.738800
336260, 2251.132100
336261, 2258.668000
336264, 3860.516300
336265, 3284.555900
336266, 54.599600
336267, 1828.036400
336268, 1663.120300
336269, 24.653000
336270, 12.350100
336271, 3082.446000
336272, 2948.777700
336274, 2789.142000
336275, 1485.235300
336276, 1453.056600
336277, 2450.112400
336278, 794.284600
336279, 176.214700
336280, 1595.735400
336281, 1369.932900
336282, 2392.478600
336283, 2697.164700
336284, 32.543500
336285, 4.110600
336286, 752.752300
336287, 1081.895600
336288, 775.841500
336289, 97.281000
336290, 387.337900
336291, 169.774700
336292, 674.685900
336293, 470.639900
336294, 1495.330000
336295, 1105.535200
336296, 165.335900
336297, 2060.345800
336299, 211.975800
336300, 129.083100
336301, 40.436100
336302, 1837.071300
336305, 135.621300
336306, 1954.861600
336307, 551.779900
336308, 1262.966700
336309, 1087.938900
336310, 69.712500
336311, 507.409600
336312, 1246.918400
336313, 1140.132900
336314, 1310.942800
336315, 2114.511100
336316, 71.529100
336317, 2070.298400
336318, 2925.970200
336320, 2267.964800
336321, 2159.522900
336322, 1482.917300
336323, 2035.430800
336324, 2.346900
336325, 2163.788000
336327, 2754.023700
336328, 2293.641500
336329, 2262.592400
336330, 761.181600
336331, 734.178300
336332, 778.161200
336333, 434.855100
336334, 598.067800
336337, 2483.594000
336338, 610.992900
336339, 88.703200
336340, 3064.147800
336342, 1448.909100
336343, 151.574500
336346, 3012.275900
336347, 661.987500
336348, 1748.105200
336349, 3013.744000
336350, 2222.723400
336351, 20.395900
336352, 2512.578500
336353, 261.938700
336354, 1081.632200
336355, 337.060100
336356, 1237.423600
336357, 494.396700
336358, 388.178100
336359, 208.313000
336360, 1157.161900
336361, 888.531100
336362, 744.277600
336363, 695.414400
336364, 1956.099700
336366, 1920.132600
336367, 446.472900
336370, 17.354500
336371, 44.013200
336372, 712.042400
336373, 802.677900
336374, 632.064900
336375, 1254.255200
336376, 1275.341200
336377, 6.629800
336378, 26.118400
336379, 1492.483300
336380, 1192.327000
336381, 19.830000
336382, 1094.481600
336383, 6.972400
336384, 1267.396400
336385, 1781.091700
336386, 9.136200
336387, 920.291800
336388, 1375.082700
336389, 684.304200
336390, 1560.747500
336391, 841.838800
336392, 1510.062000
336394, 161.374500
336395, 1654.689500
336396, 552.370800
336397, 2139.183100
336398, 189.890300
336399, 212.187600
336400, 173.316000
336401, 197.246400
336402, 180.591000
336403, 39.894600
336404, 421.376900
336405, 46.657700
336406, 131.873200
336407, 128.652500
336408, 384.074400
336409, 444.892400
336410, 931.868300
336412, 1137.607600
336413, 2185.662800
336414, 654.118400
336415, 1024.305900
336416, 1124.618200
336417, 986.732900
336418, 968.898100
336419, 2301.607200
336422, 2262.846600
336423, 121.596800
336424, 123.908800
336425, 3643.636800
336428, 3111.080900
336429, 148.557700
336430, 92.070100
336431, 1811.520000
336432, 41.936700
336433, 3515.344000
336434, 191.697100
336435, 3100.356500
336436, 2913.917800
336437, 1317.526000
336439, 2077.037600
336440, 3791.732100
336441, 142.390700
336442, 1984.543800
336444, 475.929900
336445, 2839.843400
336446, 1840.429900
336447, 3169.226600
336448, 403.266800
336449, 1642.626800
336450, 82.388100
336451, 528.127400
336452, 307.594400
336453, 385.544700
336454, 1094.617500
336455, 5.113400
336456, 2593.072200
336457, 15.276800
336458, 586.938300
336459, 356.913200
336461, 896.674700
336462, 44.140800
336463, 474.475900
336464, 697.112800
336465, 10.652400
336466, 2395.435600
336467, 14.201300
336468, 2466.388600
336469, 1225.929800
336470, 1225.929800
336471, 1561.359700
336472, 1561.359700
336473, 62.986600
336477, 41.603700
336479, 10.462100
336482, 10.652400
336486, 75.180500
336494, 837.700200
336495, 1065.241300
336496, 941.088600
336497, 950.531300
336498, 956.218100
336500, 12.237100
336501, 3048.540200
336504, 1520.101900
336505, 1520.101900
336506, 3048.540200
336507, 297.025300
336508, 914.492200
336509, 914.492200
336510, 10.126800
336511, 807.740400
336512, 820.040500
336513, 1309.997100
336514, 28.391300
336515, 1944.845500
336516, 3881.415800
336529, 3881.415800
336531, 48.643300
336532, 48.643300
336533, 1946.055100
336534, 73.224600
336537, 1237.443500
336539, 3764.295800
336541, 3105.060300
336548, 3329.440200
336549, 3105.060300
336553, 26.106100
336555, 1207.995900
336557, 69.821400
336561, 650.559100
336562, 1150.985000
336563, 508.287500
336564, 823.527400
336565, 202.369100
336566, 321.335800
336567, 319.893600
336568, 2648.473600
336569, 3484.385400
336570, 2381.752800
336571, 3418.093600
336572, 1492.367400
336573, 1689.847200
336574, 2190.940100
336575, 1566.179300
336576, 1486.494400
336577, 1931.188500
336578, 2728.769200
336579, 3920.290600
336581, 1931.188500
336582, 135.892600
336584, 93.294000
336585, 154.958200
336586, 161.170900
336587, 955.594900
336588, 915.088400
336594, 3.587800
336597, 3812.342400
336600, 7.703500
336601, 30.526900
336607, 722.804100
336609, 542.782400
336611, 528.690700
336612, 1245.692900
336614, 1063.854600
336616, 142.584000
336617, 600.902600
336619, 835.129000
336621, 600.902600
336622, 1675.298100
336624, 2086.025700
336626, 240.591300
336627, 3513.302500
336628, 2451.224300
336629, 1617.137200
336630, 1939.887400
336631, 1611.209400
336632, 997.133700
336633, 3023.003600
336634, 942.032400
336635, 552.393600
336636, 1859.712900
336637, 610.756400
336638, 426.942900
336639, 1859.712900
336640, 81.940400
336641, 357.667300
336642, 357.667300
336643, 51.423200
336644, 346.431600
336645, 346.431600
336646, 1019.724300
336647, 3561.367100
336649, 1377.692100
336651, 3208.235900
336652, 2999.317700
336653, 220.419300
336654, 217.444300
336655, 29.738400
336656, 1769.302300
336657, 1541.717500
336658, 1874.310600
336661, 1331.593600
336662, 2098.024300
336663, 1710.249100
336664, 25.515000
336665, 429.123600
336668, 1571.197100
336669, 2032.438100
336673, 9.826900
336674, 1896.889700
336675, 1461.358700
336677, 185.645100
336678, 1645.770400
336680, 444.190900
336681, 2578.125500
336682, 2901.171200
336683, 1103.417500
336684, 1323.556700
336685, 2183.522900
336686, 3326.264400
336687, 3950.484800
336689, 1042.475800
336691, 1355.188100
336692, 1049.819400
336693, 1049.819400
336694, 905.495800
336695, 905.495800
336696, 41.764300
336697, 466.943700
336698, 32.505900
336699, 241.455500
336710, 788.736000
336711, 788.736000
336713, 788.736000
336714, 30.727800
336715, 1691.030900
336716, 1691.030900
336718, 1691.030900
336719, 100.932500
336724, 2666.001500
336725, 3613.213100
336728, 1283.093000
336729, 3782.678000
336730, 2867.629700
336731, 2515.035100
336733, 688.661700
336734, 83.097800
336735, 3899.106700
336740, 1214.111000
336741, 324.599200
336744, 1702.133900
336747, 3144.102900
336748, 956.027100
336749, 1417.737100
336750, 220.740900
336751, 480.096200
336752, 1053.077600
336753, 146.459600
336756, 2798.324300
336757, 888.442100
336761, 111.663900
336763, 1296.855500
336764, 356.399200
336765, 477.176600
336769, 3144.445700
336770, 725.558100
336771, 308.481100
336774, 448.926000
336775, 96.481800
336776, 1939.109400
336777, 3304.286900
336782, 178.495600
336783, 3306.774100
336784, 3999.250300
336785, 1423.820900
336788, 2483.054200
336789, 7.727300
336790, 2640.912800
336792, 113.672300
336794, 2710.016500
336796, 1974.510000
336797, 1970.094500
336798, 1935.956900
336799, 2048.937900
336800, 10.549400
336801, 3588.673700
336802, 3827.953200
336804, 48.905900
336805, 171.504700
336806, 65.852900
336807, 196.762400
336809, 9.267000
336810, 3127.505900
336811, 396.610900
336813, 65.321300
336815, 434.054300
336816, 801.927800
336817, 98.073200
336818, 741.450500
336819, 2534.067800
